step_id,train_start,train_end,val_start,val_end,test_start,test_end,opp_val_loss,dir_val_loss,test_trade_rate,test_dir_acc,test_mean_p_trade,test_direction_balance,test_opp_auc,gate_used,val_trade_rate_at_gate,train_opp_pos_rate,val_opp_pos_rate,test_opp_pos_rate,test_signal_path
step_000_20250101,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,0.769065563021035,0.711042348680825,0.18944099378881987,0.543859649122807,0.27749571204185486,0.47540983606557374,0.5474217269995387,0.37046021819114683,0.2,0.2999006951340616,0.4448087431693989,0.39648033126293997,models/wf/step_000_20250101/test_signals.parquet
