step_id,train_start,train_end,val_start,val_end,test_start,test_end,opp_val_loss,dir_val_loss,test_trade_rate,test_dir_acc,test_mean_p_trade,test_direction_balance,test_opp_auc,gate_used,val_trade_rate_at_gate,train_opp_pos_rate,val_opp_pos_rate,test_opp_pos_rate,test_signal_path
step_000_20240101,2024-01-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-11-01 00:00:00,0.5923620602115989,0.6929758340120316,0.7256186317321689,0.42333856619570903,0.5605490207672119,0.2316950852557673,0.6529019031677206,0.46794548630714417,0.2000497017892644,0.29999148235427725,0.319831013916501,0.5819990295972829,models/wf/step_000_20240101/test_signals.parquet
step_001_20240201,2024-02-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-12-01 00:00:00,0.6255357726927726,0.6948352110001349,0.8989591266818989,0.4852758191621734,0.6562362313270569,0.5732843829426716,0.6285986427975735,0.5713148951530458,0.20010157440325038,0.3000112796796571,0.3707465718638903,0.656004061944656,models/wf/step_001_20240201/test_signals.parquet
step_002_20240301,2024-03-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2026-01-01 00:00:00,0.6415207665978055,0.698997286233035,0.09867222077583962,0.4671280276816609,0.5970627665519714,0.08970976253298153,0.5891197643246824,0.695378577709198,0.20014556040756915,0.3000112764997745,0.5611353711790393,0.5876073939078365,models/wf/step_002_20240301/test_signals.parquet
step_003_20240401,2024-04-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2026-02-01 00:00:00,0.6327123901536388,0.6943615040471477,0.17540733197556008,0.5132575757575758,0.5981921553611755,0.19013062409288825,0.6195726676195427,0.6995585680007934,0.20005077430820006,0.3000112227147747,0.6263010916476263,0.6028513238289206,models/wf/step_003_20240401/test_signals.parquet
step_004_20240501,2024-05-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2026-01-01 00:00:00,2026-01-01 00:00:00,2026-03-01 00:00:00,0.6655474670471684,0.6920164612031752,0.6044337606837606,0.4543761638733706,0.6720757484436035,0.17587273530711445,0.6003775436785385,0.6630907654762268,0.1999479302265035,0.2999944030894946,0.5462119239781307,0.6762820512820513,models/wf/step_004_20240501/test_signals.parquet
